,ethyl acetate at -2.0,pentyl acetate at -2.0,ethyl butyrate at -2.0,methyl salicylate at -2.0,1-hexanol at -2.0,1-octen-3-ol at -2.0,E2-hexenal at -2.0,"2,3-butanedione at -2.0",2-heptanone at -2.0,geranyl acetate at -2.0,ethyl acetate at -4.0,pentyl acetate at -4.0,ethyl butyrate at -4.0,methyl salicylate at -4.0,1-hexanol at -4.0,1-octen-3-ol at -4.0,E2-hexenal at -4.0,"2,3-butanedione at -4.0",2-heptanone at -4.0,geranyl acetate at -4.0,ethyl acetate at -6.0,pentyl acetate at -6.0,ethyl butyrate at -6.0,methyl salicylate at -6.0,1-hexanol at -6.0,1-octen-3-ol at -6.0,E2-hexenal at -6.0,"2,3-butanedione at -6.0",2-heptanone at -6.0,geranyl acetate at -6.0,ethyl acetate at -8.0,pentyl acetate at -8.0,ethyl butyrate at -8.0,methyl salicylate at -8.0,1-hexanol at -8.0,1-octen-3-ol at -8.0,E2-hexenal at -8.0,"2,3-butanedione at -8.0",2-heptanone at -8.0,geranyl acetate at -8.0,apple pure at nan,apricot pure at nan,banana pure at nan,cherry pure at nan,mango pure at nan,peach pure at nan,pineapple pure at nan,raspberry pure at nan,strawberry pure at nan,apple at -2.0,apricot at -2.0,banana at -2.0,cherry at -2.0,mango at -2.0,peach at -2.0,pineapple at -2.0,raspberry at -2.0,strawberry at -2.0,apple at -4.0,apricot at -4.0,banana at -4.0,cherry at -4.0,mango at -4.0,peach at -4.0,pineapple at -4.0,raspberry at -4.0,strawberry at -4.0,apple at -6.0,apricot at -6.0,banana at -6.0,cherry at -6.0,mango at -6.0,peach at -6.0,pineapple at -6.0,raspberry at -6.0,strawberry at -6.0
DM3,0.2986111111111111,0.8368055555555556,0.2569444444444444,-0.020833333333333332,0.2013888888888889,0.3125,0.1284722222222222,0.08680555555555555,0.7256944444444444,-0.006944444444444444,0.0625,0.7638888888888888,0.059027777777777776,0.010416666666666666,0.041666666666666664,0.06944444444444445,0.013888888888888888,0.020833333333333332,0.2708333333333333,0.0,0.010416666666666666,0.3090277777777778,0.0,-0.003472222222222222,-0.006944444444444444,-0.006944444444444444,-0.010416666666666666,-0.003472222222222222,0.09027777777777778,-0.006944444444444444,0.034722222222222224,0.04513888888888889,0.010416666666666666,0.013888888888888888,-0.006944444444444444,0.010416666666666666,0.0,-0.003472222222222222,-0.006944444444444444,0.006944444444444444,0.8680555555555556,0.3993055555555556,0.8263888888888888,0.3263888888888889,0.375,0.3680555555555556,0.5,0.3958333333333333,0.6354166666666666,0.4236111111111111,0.052083333333333336,0.4131944444444444,0.03125,0.05555555555555555,0.052083333333333336,0.0763888888888889,0.09722222222222222,0.1736111111111111,0.09027777777777778,0.0,0.10416666666666667,0.003472222222222222,0.013888888888888888,0.006944444444444444,0.017361111111111112,0.020833333333333332,0.024305555555555556,0.034722222222222224,0.020833333333333332,0.024305555555555556,0.024305555555555556,0.041666666666666664,0.04513888888888889,0.017361111111111112,0.010416666666666666,0.013888888888888888
VA1v,-0.024305555555555556,-0.08333333333333333,-0.05555555555555555,0.020833333333333332,-0.12152777777777778,-0.10416666666666667,0.0625,0.024305555555555556,-0.034722222222222224,-0.003472222222222222,-0.04513888888888889,-0.03819444444444445,-0.03125,-0.013888888888888888,-0.013888888888888888,-0.010416666666666666,-0.010416666666666666,-0.013888888888888888,-0.027777777777777776,-0.006944444444444444,0.0,0.010416666666666666,0.006944444444444444,0.013888888888888888,-0.003472222222222222,0.006944444444444444,0.017361111111111112,0.013888888888888888,0.017361111111111112,0.010416666666666666,0.003472222222222222,0.006944444444444444,0.003472222222222222,-0.010416666666666666,0.006944444444444444,0.0,0.006944444444444444,0.006944444444444444,0.006944444444444444,0.010416666666666666,-0.04513888888888889,-0.05555555555555555,-0.09027777777777778,-0.052083333333333336,-0.034722222222222224,-0.04513888888888889,-0.020833333333333332,-0.0798611111111111,-0.06597222222222222,-0.06597222222222222,-0.03819444444444445,-0.05555555555555555,-0.006944444444444444,-0.059027777777777776,-0.03819444444444445,-0.024305555555555556,-0.034722222222222224,-0.020833333333333332,-0.017361111111111112,-0.010416666666666666,-0.03125,-0.024305555555555556,-0.003472222222222222,-0.013888888888888888,-0.003472222222222222,0.003472222222222222,-0.013888888888888888,-0.041666666666666664,-0.034722222222222224,-0.027777777777777776,-0.024305555555555556,-0.020833333333333332,0.003472222222222222,-0.027777777777777776,-0.06597222222222222,-0.027777777777777776
VA5,0.052083333333333336,0.027777777777777776,-0.010416666666666666,0.16666666666666666,0.1076388888888889,0.052083333333333336,0.020833333333333332,0.020833333333333332,0.07291666666666667,-0.013888888888888888,-0.013888888888888888,0.003472222222222222,0.003472222222222222,0.003472222222222222,-0.006944444444444444,-0.024305555555555556,0.003472222222222222,-0.024305555555555556,0.04513888888888889,0.0,0.0,0.0,-0.013888888888888888,0.006944444444444444,0.013888888888888888,0.0,-0.006944444444444444,0.006944444444444444,0.010416666666666666,0.003472222222222222,0.0,-0.003472222222222222,-0.003472222222222222,-0.013888888888888888,-0.010416666666666666,-0.006944444444444444,-0.003472222222222222,-0.010416666666666666,0.006944444444444444,-0.010416666666666666,0.06944444444444445,0.05555555555555555,0.09027777777777778,0.3159722222222222,0.041666666666666664,0.09027777777777778,0.04861111111111111,0.08333333333333333,0.09375,0.006944444444444444,0.013888888888888888,0.010416666666666666,0.027777777777777776,0.017361111111111112,0.024305555555555556,0.013888888888888888,0.024305555555555556,0.010416666666666666,0.017361111111111112,0.024305555555555556,0.013888888888888888,0.027777777777777776,0.010416666666666666,0.03125,0.024305555555555556,0.024305555555555556,0.027777777777777776,0.017361111111111112,0.003472222222222222,0.010416666666666666,0.020833333333333332,0.020833333333333332,-0.010416666666666666,0.010416666666666666,0.006944444444444444,0.006944444444444444
DM4,0.6145833333333334,0.22569444444444445,0.13541666666666666,-0.013888888888888888,0.12152777777777778,0.052083333333333336,0.010416666666666666,0.3368055555555556,0.08680555555555555,0.1284722222222222,0.1909722222222222,0.010416666666666666,0.0,0.0,0.006944444444444444,0.0,0.006944444444444444,0.09027777777777778,0.08333333333333333,0.0,0.0,0.003472222222222222,0.0,0.003472222222222222,0.003472222222222222,0.006944444444444444,0.003472222222222222,0.0,0.03125,-0.006944444444444444,0.006944444444444444,0.006944444444444444,0.003472222222222222,0.0,0.013888888888888888,-0.003472222222222222,-0.017361111111111112,-0.003472222222222222,0.013888888888888888,0.006944444444444444,0.5729166666666666,0.5069444444444444,0.5486111111111112,0.22569444444444445,0.3680555555555556,0.46875,0.5243055555555556,0.4861111111111111,0.5972222222222222,0.14583333333333334,0.10416666666666667,0.1527777777777778,0.020833333333333332,0.03125,0.10069444444444445,0.09375,0.08333333333333333,0.09722222222222222,0.006944444444444444,0.003472222222222222,0.027777777777777776,-0.003472222222222222,-0.003472222222222222,0.017361111111111112,0.0,-0.003472222222222222,-0.003472222222222222,0.0,-0.003472222222222222,-0.003472222222222222,0.003472222222222222,0.003472222222222222,0.0,0.010416666666666666,-0.006944444444444444,0.010416666666666666
DL3,0.0,0.11805555555555555,-0.027777777777777776,-0.04513888888888889,0.024305555555555556,0.05555555555555555,-0.006944444444444444,0.027777777777777776,0.12152777777777778,-0.024305555555555556,-0.003472222222222222,0.027777777777777776,-0.003472222222222222,-0.010416666666666666,-0.003472222222222222,0.006944444444444444,-0.003472222222222222,0.0,0.08333333333333333,0.0,0.0,0.0,0.006944444444444444,0.006944444444444444,0.003472222222222222,0.017361111111111112,0.003472222222222222,0.003472222222222222,-0.013888888888888888,0.013888888888888888,0.0,0.006944444444444444,0.003472222222222222,-0.003472222222222222,0.003472222222222222,0.017361111111111112,0.010416666666666666,0.010416666666666666,0.003472222222222222,0.010416666666666666,0.052083333333333336,0.017361111111111112,0.09027777777777778,0.03125,0.03125,0.024305555555555556,0.03125,0.04513888888888889,0.0625,0.0763888888888889,0.010416666666666666,0.0625,0.003472222222222222,0.006944444444444444,0.013888888888888888,0.003472222222222222,0.017361111111111112,0.04513888888888889,0.027777777777777776,-0.006944444444444444,0.07291666666666667,-0.006944444444444444,0.010416666666666666,0.013888888888888888,0.027777777777777776,0.010416666666666666,0.034722222222222224,0.0,-0.006944444444444444,-0.017361111111111112,-0.020833333333333332,-0.013888888888888888,-0.003472222222222222,0.0,-0.003472222222222222,-0.003472222222222222
DM6,0.14930555555555555,0.75,0.5798611111111112,0.12152777777777778,0.6006944444444444,0.5694444444444444,0.40625,0.2916666666666667,0.5902777777777778,0.024305555555555556,-0.020833333333333332,0.2569444444444444,0.10416666666666667,-0.010416666666666666,0.027777777777777776,0.03125,0.027777777777777776,-0.024305555555555556,0.125,-0.003472222222222222,0.024305555555555556,0.020833333333333332,-0.024305555555555556,0.024305555555555556,-0.010416666666666666,0.017361111111111112,0.0,-0.006944444444444444,-0.013888888888888888,-0.006944444444444444,0.0,-0.006944444444444444,0.010416666666666666,0.003472222222222222,-0.003472222222222222,0.0,0.003472222222222222,-0.006944444444444444,-0.006944444444444444,0.006944444444444444,0.6875,0.3263888888888889,0.7256944444444444,0.5902777777777778,0.5243055555555556,0.375,0.4340277777777778,0.4131944444444444,0.59375,0.6284722222222222,0.2013888888888889,0.6875,0.4131944444444444,0.3506944444444444,0.16666666666666666,0.2951388888888889,0.23958333333333334,0.4375,0.020833333333333332,-0.003472222222222222,0.06944444444444445,-0.041666666666666664,-0.04513888888888889,-0.034722222222222224,-0.04513888888888889,-0.03819444444444445,-0.003472222222222222,0.027777777777777776,0.020833333333333332,-0.013888888888888888,-0.017361111111111112,0.010416666666666666,-0.006944444444444444,0.034722222222222224,0.017361111111111112,-0.003472222222222222
VC4,0.10069444444444445,0.059027777777777776,0.3888888888888889,-0.006944444444444444,0.3784722222222222,0.08333333333333333,0.16319444444444445,0.14583333333333334,0.125,-0.010416666666666666,0.003472222222222222,-0.013888888888888888,0.020833333333333332,-0.003472222222222222,0.010416666666666666,-0.013888888888888888,0.003472222222222222,0.003472222222222222,0.027777777777777776,-0.010416666666666666,0.010416666666666666,-0.006944444444444444,0.006944444444444444,0.013888888888888888,0.003472222222222222,0.010416666666666666,-0.020833333333333332,0.010416666666666666,0.017361111111111112,0.017361111111111112,-0.013888888888888888,-0.010416666666666666,-0.020833333333333332,-0.017361111111111112,-0.017361111111111112,-0.017361111111111112,0.013888888888888888,-0.024305555555555556,0.006944444444444444,0.003472222222222222,0.5486111111111112,0.2708333333333333,0.7395833333333334,0.2881944444444444,0.3125,0.2638888888888889,0.2916666666666667,0.3368055555555556,0.5173611111111112,0.10416666666666667,0.010416666666666666,0.3472222222222222,0.017361111111111112,0.017361111111111112,0.006944444444444444,0.013888888888888888,0.027777777777777776,0.09027777777777778,0.003472222222222222,0.003472222222222222,0.034722222222222224,0.013888888888888888,0.017361111111111112,0.013888888888888888,0.013888888888888888,0.006944444444444444,0.010416666666666666,-0.017361111111111112,-0.024305555555555556,-0.006944444444444444,-0.020833333333333332,-0.041666666666666664,-0.020833333333333332,-0.010416666666666666,-0.003472222222222222,-0.006944444444444444
VA6,0.059027777777777776,0.07291666666666667,0.09375,-0.017361111111111112,0.2013888888888889,0.11805555555555555,-0.020833333333333332,0.06944444444444445,0.1111111111111111,0.8368055555555556,0.041666666666666664,-0.010416666666666666,0.034722222222222224,0.010416666666666666,0.020833333333333332,0.013888888888888888,0.006944444444444444,0.03125,0.020833333333333332,0.12152777777777778,-0.024305555555555556,-0.034722222222222224,-0.017361111111111112,-0.03125,-0.020833333333333332,-0.013888888888888888,-0.017361111111111112,-0.010416666666666666,-0.006944444444444444,-0.03819444444444445,-0.017361111111111112,-0.003472222222222222,-0.020833333333333332,0.006944444444444444,-0.024305555555555556,-0.006944444444444444,-0.027777777777777776,-0.027777777777777776,-0.034722222222222224,-0.020833333333333332,0.1388888888888889,0.09722222222222222,0.09722222222222222,0.09027777777777778,0.09722222222222222,0.1076388888888889,0.10069444444444445,0.14583333333333334,0.09375,0.09027777777777778,-0.003472222222222222,0.041666666666666664,0.024305555555555556,0.03125,0.03819444444444445,0.017361111111111112,0.04861111111111111,0.024305555555555556,0.020833333333333332,-0.006944444444444444,0.0,-0.006944444444444444,0.006944444444444444,0.027777777777777776,-0.010416666666666666,0.010416666666666666,0.027777777777777776,-0.027777777777777776,-0.006944444444444444,-0.006944444444444444,0.020833333333333332,-0.006944444444444444,-0.03125,-0.027777777777777776,-0.006944444444444444,-0.017361111111111112
DM5,0.22569444444444445,0.10416666666666667,0.4340277777777778,0.006944444444444444,0.4756944444444444,0.1388888888888889,0.03819444444444445,0.1388888888888889,0.11458333333333333,-0.003472222222222222,0.020833333333333332,-0.003472222222222222,0.14583333333333334,0.020833333333333332,0.052083333333333336,0.027777777777777776,-0.003472222222222222,0.0,0.010416666666666666,0.010416666666666666,0.017361111111111112,-0.006944444444444444,0.010416666666666666,0.006944444444444444,-0.003472222222222222,0.013888888888888888,0.006944444444444444,0.010416666666666666,0.017361111111111112,-0.006944444444444444,-0.003472222222222222,0.013888888888888888,0.013888888888888888,0.0,-0.006944444444444444,0.006944444444444444,0.003472222222222222,0.024305555555555556,0.013888888888888888,-0.006944444444444444,0.3020833333333333,0.09027777777777778,0.2777777777777778,0.08680555555555555,0.5625,0.08333333333333333,0.2951388888888889,0.10416666666666667,0.4270833333333333,0.17708333333333334,0.03819444444444445,0.16666666666666666,0.010416666666666666,0.1840277777777778,0.003472222222222222,0.0625,0.04861111111111111,0.1736111111111111,0.006944444444444444,0.017361111111111112,0.010416666666666666,0.0,-0.027777777777777776,0.006944444444444444,-0.03125,-0.017361111111111112,0.017361111111111112,-0.020833333333333332,-0.003472222222222222,-0.020833333333333332,-0.013888888888888888,0.0,-0.003472222222222222,-0.010416666666666666,0.003472222222222222,-0.003472222222222222
VM5d,0.0625,0.6597222222222222,0.3541666666666667,-0.027777777777777776,0.6354166666666666,0.625,0.5034722222222222,0.2465277777777778,0.6597222222222222,-0.006944444444444444,0.04861111111111111,0.5208333333333334,0.041666666666666664,0.0,0.3645833333333333,0.21875,-0.003472222222222222,0.11805555555555555,0.7083333333333334,-0.006944444444444444,0.006944444444444444,0.006944444444444444,-0.003472222222222222,0.010416666666666666,0.003472222222222222,0.003472222222222222,-0.017361111111111112,0.006944444444444444,0.5416666666666666,0.006944444444444444,-0.013888888888888888,-0.013888888888888888,-0.027777777777777776,-0.04861111111111111,-0.034722222222222224,-0.017361111111111112,-0.027777777777777776,-0.010416666666666666,0.059027777777777776,-0.010416666666666666,0.7048611111111112,0.1909722222222222,0.7395833333333334,0.0798611111111111,0.3263888888888889,0.1076388888888889,0.3194444444444444,0.6770833333333334,0.6805555555555556,0.5868055555555556,0.027777777777777776,0.5694444444444444,-0.017361111111111112,0.1111111111111111,0.024305555555555556,0.07291666666666667,0.4722222222222222,0.5625,0.0763888888888889,-0.003472222222222222,0.3159722222222222,-0.027777777777777776,-0.03125,-0.03125,-0.006944444444444444,0.024305555555555556,0.0625,-0.010416666666666666,-0.020833333333333332,-0.020833333333333332,-0.006944444444444444,-0.017361111111111112,-0.010416666666666666,-0.010416666666666666,-0.020833333333333332,-0.024305555555555556
DL4,0.041666666666666664,0.12152777777777778,0.09027777777777778,0.017361111111111112,0.2222222222222222,0.1076388888888889,0.12152777777777778,0.04861111111111111,0.1388888888888889,-0.006944444444444444,0.041666666666666664,0.052083333333333336,0.003472222222222222,-0.013888888888888888,0.003472222222222222,-0.006944444444444444,0.010416666666666666,0.0,0.0763888888888889,-0.006944444444444444,-0.010416666666666666,0.0,-0.017361111111111112,-0.010416666666666666,0.0,-0.010416666666666666,-0.003472222222222222,-0.020833333333333332,0.06597222222222222,-0.003472222222222222,0.010416666666666666,0.0,0.006944444444444444,0.013888888888888888,0.006944444444444444,0.010416666666666666,-0.006944444444444444,0.003472222222222222,0.020833333333333332,0.010416666666666666,0.3888888888888889,0.24305555555555555,0.3368055555555556,0.2361111111111111,0.2326388888888889,0.20833333333333334,0.2326388888888889,0.2777777777777778,0.2673611111111111,0.020833333333333332,-0.013888888888888888,0.04861111111111111,-0.013888888888888888,-0.017361111111111112,0.003472222222222222,-0.010416666666666666,-0.006944444444444444,-0.003472222222222222,0.03819444444444445,0.0,0.05555555555555555,0.006944444444444444,0.010416666666666666,0.006944444444444444,0.0,0.013888888888888888,0.010416666666666666,-0.003472222222222222,-0.017361111111111112,-0.020833333333333332,-0.013888888888888888,-0.024305555555555556,-0.020833333333333332,-0.020833333333333332,-0.003472222222222222,-0.020833333333333332
VA1d,0.017361111111111112,0.03125,-0.03125,-0.024305555555555556,0.05555555555555555,-0.05555555555555555,-0.027777777777777776,0.03819444444444445,0.06597222222222222,0.003472222222222222,-0.013888888888888888,0.0,0.0,-0.010416666666666666,-0.017361111111111112,-0.010416666666666666,-0.013888888888888888,-0.006944444444444444,0.08333333333333333,0.0,0.020833333333333332,0.017361111111111112,0.006944444444444444,0.003472222222222222,0.013888888888888888,0.010416666666666666,0.017361111111111112,0.020833333333333332,0.052083333333333336,-0.003472222222222222,-0.006944444444444444,0.0,0.0,-0.010416666666666666,0.003472222222222222,0.006944444444444444,0.027777777777777776,0.013888888888888888,0.003472222222222222,0.010416666666666666,0.1701388888888889,0.11805555555555555,0.06597222222222222,0.03125,0.07291666666666667,0.027777777777777776,0.024305555555555556,-0.020833333333333332,-0.03125,0.0,-0.013888888888888888,0.034722222222222224,0.010416666666666666,-0.013888888888888888,-0.006944444444444444,-0.003472222222222222,-0.013888888888888888,0.017361111111111112,-0.04861111111111111,-0.03819444444444445,0.027777777777777776,-0.006944444444444444,-0.010416666666666666,0.006944444444444444,0.006944444444444444,0.013888888888888888,0.003472222222222222,-0.013888888888888888,-0.024305555555555556,-0.003472222222222222,-0.013888888888888888,-0.003472222222222222,0.003472222222222222,-0.017361111111111112,-0.010416666666666666,-0.020833333333333332
VM5v,0.0798611111111111,0.6631944444444444,0.28125,0.027777777777777776,0.5486111111111112,0.6840277777777778,0.09722222222222222,0.11805555555555555,0.65625,0.28125,0.0,0.1423611111111111,0.010416666666666666,-0.003472222222222222,0.059027777777777776,0.19444444444444445,0.010416666666666666,0.013888888888888888,0.2743055555555556,0.06597222222222222,0.006944444444444444,-0.020833333333333332,0.010416666666666666,-0.024305555555555556,0.003472222222222222,-0.017361111111111112,-0.006944444444444444,-0.013888888888888888,-0.020833333333333332,0.0,-0.017361111111111112,-0.027777777777777776,-0.006944444444444444,-0.034722222222222224,-0.017361111111111112,-0.024305555555555556,-0.034722222222222224,-0.027777777777777776,-0.03125,-0.006944444444444444,0.46875,0.14583333333333334,0.6076388888888888,0.013888888888888888,0.3402777777777778,0.06944444444444445,0.0798611111111111,0.3402777777777778,0.1111111111111111,0.2152777777777778,0.003472222222222222,0.11458333333333333,-0.024305555555555556,0.07291666666666667,-0.027777777777777776,-0.020833333333333332,0.11458333333333333,0.024305555555555556,0.03125,0.010416666666666666,0.04861111111111111,0.0,0.0,-0.006944444444444444,-0.017361111111111112,-0.006944444444444444,-0.006944444444444444,0.013888888888888888,-0.006944444444444444,0.0,-0.020833333333333332,-0.017361111111111112,-0.017361111111111112,-0.020833333333333332,-0.006944444444444444,-0.010416666666666666
